frag_6349	-22.45 -16.66 -17.72
frag_1050	19.34 19.27 20.24
frag_3116	-13.83 -17.59 -16.76
frag_5786	-31.81 -30.15 -30.08
frag_6206	-20.39 -21.75 -20.71
frag_4132	8.10 6.95 8.09
frag_5174	17.17 15.53 14.31
frag_6903	13.31 10.41 9.28
frag_6090	-24.73 -27.92 -22.77
frag_1394	-5.33 -1.68 -4.27
frag_0414	14.94 15.67 15.09
frag_6772	24.33 24.64 25.96
frag_1416	-4.37 -0.24 -3.65
frag_0958	-26.74 -25.01 -25.09
frag_2674	3.65 -2.78 -2.20
frag_6485	-30.40 -31.60 -28.86
frag_7085	-20.14 -19.50 -19.82
frag_0525	8.79 10.50 10.31
frag_0146	21.87 23.82 22.51
frag_5890	-23.82 -26.57 -23.30
frag_0655	-8.16 -4.21 -6.53
frag_1763	-15.00 -15.82 -15.68
frag_5111	21.71 17.66 14.72
frag_3946	-1.65 -4.65 -2.61
frag_6838	12.44 13.74 11.59
frag_1462	-8.55 -6.30 -8.38
frag_6433	8.87 9.76 7.85
frag_1884	-9.82 -9.56 -8.86
frag_4785	-50.81 -48.13 -46.37
frag_3193	-29.33 -26.40 -28.37
frag_0130	-7.49 -6.30 -4.66
frag_2561	35.82 37.63 34.60
frag_0812	-23.44 -21.73 -22.59
frag_2349	3.79 -1.98 0.11
frag_0854	1.62 4.88 3.57
frag_4446	10.06 11.59 11.96
frag_1697	-18.06 -21.37 -20.65
frag_7134	-26.40 -21.54 -21.18
frag_5000	5.05 2.36 3.14
frag_5284	-10.74 -10.17 -9.32
frag_2572	2.96 4.78 3.18
frag_1053	3.77 5.60 4.76
frag_2931	-26.28 -27.13 -26.17
frag_1998	60.85 60.82 62.31
frag_1042	-20.63 -16.21 -16.16
frag_7153	-27.31 -26.42 -26.95
frag_3286	-19.96 -21.03 -20.50
frag_5856	40.88 40.28 37.64
frag_1135	9.23 4.78 7.04
frag_1032	-17.38 -13.71 -13.47
frag_2905	-9.98 -10.08 -9.19
frag_1653	20.69 18.54 18.54
frag_5381	-19.02 -12.57 -12.35
frag_3784	-6.34 -5.04 -6.15
frag_3951	9.45 10.92 9.38
frag_1656	27.35 22.36 24.36
frag_4860	0.15 -1.39 -2.05
frag_5766	-8.07 -7.99 -7.67
frag_2475	19.10 22.29 21.66
frag_7127	-25.73 -23.56 -22.85
frag_2112	-8.15 -6.28 -7.13
frag_0161	-14.38 -11.85 -12.43
frag_6214	11.57 7.36 9.41
frag_6149	-7.34 -4.83 -5.96
frag_1835	-41.70 -42.81 -40.15
frag_6880	52.37 50.93 49.38
frag_0060	-14.66 -16.16 -15.53
frag_3679	-18.99 -17.54 -18.53
frag_0659	-7.74 -5.37 -5.84
frag_1848	-20.83 -17.84 -18.41
frag_6004	-34.81 -28.75 -28.05
frag_6192	4.24 1.81 3.12
frag_0507	16.24 15.71 16.53
frag_6677	-18.03 -15.87 -15.51
frag_1183	-7.16 -18.10 -15.15
frag_1351	2.36 0.94 1.35
frag_0096	13.12 13.94 13.69
frag_6274	-28.37 -24.13 -23.85
frag_2590	16.75 16.90 15.18
frag_4639	-48.88 -48.30 -46.58
frag_6209	-3.91 -2.31 -2.87
frag_0578	-5.00 0.99 -1.08
frag_6331	14.63 12.15 13.52
frag_6938	2.20 -0.11 -0.25
frag_5366	-32.41 -33.24 -31.67
frag_1925	1.03 0.31 -1.48
frag_4026	-7.61 -2.60 -4.79
frag_1904	-25.12 -20.87 -21.90
frag_1992	-15.35 -21.03 -18.41
frag_0064	5.13 4.91 5.94
frag_5172	23.16 20.79 18.84
frag_4583	36.34 34.77 31.51
frag_1986	9.08 9.68 6.64
frag_1096	-1.69 -0.10 -0.73
frag_3121	-1.81 -2.66 -3.57
frag_4641	-3.75 -5.70 -5.67
frag_1780	3.38 -0.06 -1.15
frag_0320	36.92 28.72 28.94
frag_1668	4.64 1.48 2.17
frag_1667	6.41 4.00 3.92
frag_1448	32.62 36.49 36.80
frag_1599	13.23 11.94 13.02
frag_0337	19.30 10.80 11.98
frag_0437	-7.05 -10.61 -9.57
frag_0159	-6.25 -6.13 -5.56
frag_5420	-8.96 -8.80 -9.52
frag_2817	13.67 6.74 8.60
frag_4707	-18.93 -16.02 -17.48
frag_7029	-32.43 -17.73 -20.73
frag_3265	-15.87 -15.85 -16.49
frag_4682	-29.09 -27.29 -28.97
frag_7195	39.54 35.15 37.63
frag_6082	-11.85 -11.84 -11.48
frag_4457	19.58 19.57 19.32
frag_6271	25.81 27.64 24.32
frag_4613	44.55 38.12 36.11
frag_1562	-8.31 -10.59 -10.26
frag_1683	7.32 3.11 3.77
frag_1586	16.86 14.35 15.09
frag_2833	-2.83 -8.13 -5.56
frag_6959	-28.91 -29.69 -29.63
frag_4361	26.13 27.12 26.61
frag_4229	12.06 17.26 15.53
frag_0260	6.58 8.12 7.86
frag_1068	-6.75 -2.62 -3.45
frag_2643	-9.55 -8.46 -10.64
frag_4471	21.60 27.12 26.25
frag_3568	14.84 17.33 15.21
frag_3002	-33.11 -33.79 -30.88
frag_0706	8.42 8.80 8.73
frag_6621	-16.75 -14.28 -15.09
frag_1939	12.42 12.93 13.78
frag_0627	4.59 -4.41 0.44
frag_1474	-4.48 -1.29 -3.97
frag_2628	-7.46 -6.39 -4.47
frag_6854	27.96 28.88 23.93
frag_0102	-3.37 -0.68 -0.65
frag_5797	35.86 35.31 33.77
frag_2531	0.69 1.18 0.50
frag_4578	74.60 61.31 59.54
frag_1881	8.79 6.84 8.84
frag_6874	38.44 39.33 39.22
frag_6319	15.13 12.82 14.10
frag_1642	9.12 0.40 2.40
frag_5180	-37.01 -41.59 -39.12
frag_6449	23.90 28.53 25.13
frag_3974	28.99 35.13 32.59
frag_4427	40.02 38.95 40.42
frag_4046	17.86 19.85 21.58
frag_6426	-16.47 -14.62 -14.56
frag_0292	11.91 10.25 11.31
frag_5729	29.49 28.88 27.25
frag_5389	0.49 3.35 2.23
frag_4377	4.12 2.02 3.17
frag_5439	17.32 16.93 13.81
frag_2925	15.39 16.74 16.23
frag_6184	7.65 4.45 2.22
frag_1534	25.76 18.12 20.31
frag_0364	-7.70 -4.26 -4.93
frag_2442	-19.75 -28.35 -23.87
frag_2654	6.49 6.32 7.47
frag_1593	-1.39 -3.28 -4.11
frag_2236	5.30 3.82 2.75
frag_0140	9.63 11.24 10.50
frag_3190	1.81 -2.68 -1.92
frag_1591	-3.98 -12.26 -8.26
frag_3727	-12.56 -13.61 -11.05
frag_5520	-32.04 -26.10 -25.20
frag_5870	8.71 8.59 8.96
frag_2082	-20.83 -14.53 -16.85
frag_3230	-18.25 -20.72 -20.37
frag_3489	-0.52 -1.34 -1.72
frag_0038	11.73 14.41 13.92
frag_1117	-6.76 -6.85 -4.43
frag_0210	20.39 21.88 22.73
frag_2104	-25.12 -20.06 -21.61
frag_1250	-8.37 -12.40 -10.69
frag_0714	9.34 8.96 8.97
frag_2155	8.06 7.80 9.35
frag_5717	24.56 23.57 21.37
frag_5067	25.69 24.91 23.10
frag_1059	-18.79 -16.21 -16.42
frag_0350	5.85 5.75 7.23
frag_6979	-10.24 -7.11 -9.43
frag_0426	-2.64 2.25 0.95
frag_2882	-6.83 -4.42 -5.24
frag_1833	-16.17 -19.36 -18.58
frag_3328	-24.62 -30.37 -27.83
frag_6678	-42.11 -48.33 -43.58
frag_5355	20.80 17.29 15.65
frag_2781	1.65 -2.68 0.45
frag_5001	23.66 23.73 19.29
frag_2875	36.49 36.27 37.05
frag_1430	-9.69 -6.54 -8.85
frag_6241	4.42 7.19 5.81
frag_6104	-27.58 -26.83 -26.87
frag_4716	-9.12 -8.51 -8.66
frag_4762	7.76 3.66 5.94
frag_2072	10.01 9.80 9.55
frag_3729	-9.40 -6.30 -6.79
frag_1211	-5.37 -8.64 -8.13
frag_6343	-3.59 -5.50 -3.82
frag_6049	37.99 42.60 37.65
frag_3083	16.06 5.28 7.95
frag_1663	28.53 18.99 19.87
frag_1368	19.98 26.22 23.55
frag_5217	0.71 -0.40 0.02
frag_4744	-25.63 -26.96 -27.07
frag_2535	15.35 19.35 19.18
frag_0451	-27.13 -26.41 -25.55
frag_3138	7.07 10.77 8.10
frag_4756	16.94 14.93 13.57
frag_2020	8.20 5.63 6.30
frag_3794	-24.87 -23.68 -24.23
frag_4239	19.81 22.29 21.79
frag_2745	25.52 28.28 28.84
frag_2831	0.53 -8.90 -5.96
frag_0564	1.46 5.26 3.52
frag_0955	-8.83 -8.41 -7.19
frag_6821	18.05 17.21 15.56
frag_3460	-8.05 -5.52 -7.19
frag_2498	-1.22 3.76 1.80
frag_3744	-16.21 -11.84 -14.98
frag_1916	16.24 10.11 9.80
frag_3747	21.66 22.87 22.55
frag_3513	63.75 62.18 63.55
frag_1071	3.67 5.66 7.07
frag_6409	-5.38 -3.02 -0.28
frag_5444	21.11 19.70 18.36
frag_2502	-6.57 -7.26 -6.47
frag_3847	6.64 6.17 6.74
frag_5405	-5.80 -8.04 -6.33
frag_0728	14.70 15.96 15.08
frag_4569	29.21 27.35 24.04
frag_3032	33.73 34.45 37.19
frag_1182	-9.60 -16.65 -14.08
frag_0309	-8.34 -7.36 -8.28
frag_0158	12.57 15.04 15.25
frag_3158	20.79 16.33 18.20
frag_3585	5.72 1.17 2.12
frag_6920	44.93 37.62 39.74
frag_5392	-38.60 -35.77 -34.90
frag_2008	8.49 7.91 8.07
frag_4597	24.67 19.61 19.25
frag_3770	3.98 9.45 6.44
frag_6497	-11.33 -13.66 -12.66
frag_5385	-3.30 -5.51 -5.39
frag_1922	-5.19 -6.74 -7.72
frag_2949	9.12 11.40 11.47
frag_3705	-3.73 -2.26 -3.08
frag_5915	4.87 8.91 7.87
frag_3369	-22.71 -27.13 -24.11
frag_6164	-26.95 -22.08 -21.75
frag_1134	-21.96 -19.37 -20.15
frag_5239	-25.40 -21.88 -21.78
frag_3483	-11.73 -8.53 -9.49
frag_5012	25.46 24.83 21.13
frag_5721	3.85 6.14 5.76
frag_3973	7.92 15.36 10.97
frag_4635	-46.30 -43.04 -42.38
frag_0501	-10.56 -7.12 -7.47
frag_4493	-9.18 -4.26 -5.72
frag_0331	-8.65 -5.43 -6.59
frag_1388	-8.53 -2.01 -5.60
frag_1796	15.36 16.90 15.82
frag_4310	-7.51 -9.05 -8.37
frag_1464	-12.15 -7.57 -9.84
frag_4915	5.84 4.88 1.90
frag_2088	-16.49 -12.25 -14.27
frag_0473	13.05 10.77 11.57
frag_2906	-26.78 -26.33 -25.14
frag_2227	-19.10 -14.09 -15.28
frag_3415	-11.71 -11.18 -11.79
frag_4003	4.06 8.31 5.24
frag_4522	-12.08 -12.96 -11.07
frag_6015	37.90 37.31 35.20
frag_1568	14.28 9.01 8.47
frag_0799	0.34 4.48 2.80
frag_2549	-3.33 -1.49 -1.99
frag_5091	-30.84 -33.04 -31.90
frag_3149	4.63 -3.01 -1.37
frag_5489	16.55 19.67 21.00
frag_6641	-27.94 -28.55 -27.37
frag_1347	22.70 23.29 24.60
frag_1123	-20.91 -17.99 -18.06
frag_3096	-10.16 -8.88 -10.58
frag_1707	14.18 13.56 13.05
frag_2991	17.29 23.07 23.94
frag_5645	-9.18 -12.73 -10.56
frag_1938	-6.11 -4.88 -6.05
frag_3023	0.41 3.05 3.77
frag_5524	14.94 12.93 14.69
frag_2710	-14.45 -12.60 -12.27
frag_5968	7.09 12.14 10.23
frag_2365	-1.35 1.63 -0.05
frag_3797	-21.50 -17.45 -18.44
frag_6978	23.95 17.89 16.28
frag_3919	-12.52 -17.83 -16.12
frag_2277	15.86 13.74 14.97
frag_0213	30.69 32.29 28.17
frag_4059	-16.97 -13.00 -13.88
frag_6006	-13.88 -11.28 -9.95
frag_4519	6.76 10.08 9.71
frag_4172	17.79 21.25 21.46
frag_3793	-24.20 -20.49 -22.40
frag_4998	4.46 4.88 4.72
frag_1770	10.88 8.69 9.85
frag_1449	12.18 17.28 15.55
frag_5904	14.80 17.57 16.88
frag_0168	22.27 24.46 25.05
frag_3672	-7.61 -8.34 -8.82
frag_5752	-30.66 -33.87 -31.57
frag_4071	-17.41 -15.25 -16.40
frag_4958	-23.48 -25.94 -25.71
frag_3939	-1.73 2.46 1.78
frag_3498	-10.11 -8.26 -9.80
frag_6182	4.91 -2.41 -1.37
frag_1251	3.15 -0.26 -0.76
frag_6380	57.81 63.55 60.77
frag_2672	22.51 21.62 21.93
frag_7182	-28.39 -27.40 -27.69
frag_0489	-4.28 -6.39 -5.28
frag_1379	-0.36 3.91 0.26
frag_0424	32.54 26.87 31.21
frag_4596	41.64 34.48 34.72
frag_4133	14.22 17.79 16.50
frag_4064	-5.14 -0.71 -1.35
frag_2279	-5.17 -4.27 -4.81
frag_6532	-50.79 -48.33 -46.43
frag_2532	23.09 23.51 24.56
frag_1980	9.60 5.91 7.34
frag_4654	-21.11 -24.31 -21.65
frag_2604	-8.37 -6.70 -7.34
frag_1962	6.11 -2.14 2.99
frag_3637	-7.50 -6.11 -6.51
frag_1319	2.90 2.79 3.29
frag_1292	-21.43 -20.97 -22.18
frag_1116	-8.91 -4.63 -2.95
frag_1360	41.98 45.59 45.08
frag_0067	-9.33 -10.18 -9.97
frag_1790	-0.49 -5.12 -5.87
frag_1675	-19.24 -22.56 -20.93
frag_7180	-19.81 -20.45 -20.45
frag_0014	4.48 7.30 7.58
frag_2291	2.86 2.78 4.49
frag_0181	3.21 7.97 6.66
frag_2099	-5.96 -4.27 -4.95
frag_6317	-24.28 -22.04 -21.40
frag_3806	-24.47 -22.43 -23.20
frag_7166	2.47 0.04 2.27
frag_0514	24.22 28.88 28.59
frag_4381	8.23 9.42 9.79
frag_5179	-39.13 -45.16 -42.42
frag_3531	-14.52 -11.71 -12.06
frag_0741	-21.00 -16.46 -18.07
frag_3368	-18.39 -16.00 -16.21
frag_7058	36.39 34.46 36.12
frag_2455	-0.33 -3.92 -3.04
frag_0920	6.77 6.97 6.87
frag_4422	-5.61 -4.67 -4.74
frag_7143	-20.88 -20.68 -21.02
frag_4745	-4.01 -4.38 -3.47
frag_6167	-21.15 -26.23 -20.85
frag_0160	-19.39 -16.58 -16.96
frag_6511	-14.58 -13.78 -13.72
frag_3936	-8.70 -6.65 -7.47
frag_7013	-35.14 -35.57 -36.15
frag_2127	-11.01 -11.81 -11.33
frag_2819	1.13 -2.30 -0.59
frag_2118	-20.31 -18.46 -19.85
frag_1611	30.55 28.81 29.14
frag_2790	36.15 41.63 37.39
frag_2344	5.52 6.05 6.97
frag_0344	34.02 33.26 34.16
frag_5640	13.76 11.08 12.88
frag_3805	-13.43 -12.90 -13.70
frag_2623	5.26 2.37 4.00
frag_0051	16.17 17.11 18.30
frag_2346	-8.89 -8.86 -8.07
frag_5314	1.94 1.71 -1.25
frag_3971	-4.81 -4.75 -4.65
frag_1923	-1.47 -3.05 -5.63
frag_1515	1.66 4.52 5.13
frag_0804	-19.81 -17.33 -18.20
frag_4922	4.33 -5.55 -3.35
frag_4637	-30.14 -32.67 -30.77
frag_5934	-12.81 -7.00 -8.23
frag_3284	-40.17 -38.11 -38.14
frag_2651	13.81 12.73 14.31
frag_3497	17.04 18.97 18.34
frag_2823	37.86 28.92 29.78
frag_4207	1.78 3.74 3.45
frag_0537	-6.80 -7.34 -6.98
frag_0855	6.19 11.64 8.97
frag_4837	-21.23 -14.33 -14.93
frag_5048	-3.55 -4.21 -4.22
frag_2151	-4.37 -1.21 -0.56
frag_5874	-1.85 -0.82 -0.83
frag_5869	-3.01 -1.58 -0.20
frag_4867	3.41 2.89 0.21
frag_0482	20.02 21.95 22.43
frag_5671	15.55 17.89 16.93
frag_6131	37.18 38.13 38.24
frag_0296	42.28 45.06 45.67
frag_0332	-41.41 -39.97 -37.74
frag_5830	37.56 37.60 35.78
frag_6796	-40.83 -37.16 -36.06
frag_0479	18.05 20.13 20.90
frag_6066	35.80 32.63 32.06
frag_3433	-14.19 -17.24 -16.30
frag_0456	-2.65 0.03 -0.29
frag_7150	-36.42 -38.01 -37.80
frag_0217	-22.41 -20.61 -22.07
frag_0190	-2.07 -1.82 -0.85
frag_1619	10.75 12.35 8.78
frag_0202	21.81 22.95 23.37
frag_3162	-18.60 -19.99 -18.43
frag_4960	10.50 6.11 7.71
frag_1529	15.49 8.69 11.46
frag_0055	29.42 29.84 27.13
frag_4611	30.42 24.57 23.45
frag_1440	8.52 7.67 8.33
frag_3306	-44.72 -42.54 -42.19
frag_3389	-0.21 -3.85 -3.76
frag_5997	-7.91 -3.96 -3.81
frag_7018	-3.56 -5.36 -4.77
frag_0580	32.10 31.39 29.30
frag_2586	-3.74 -3.26 -2.12
frag_1558	-3.96 -11.38 -10.17
frag_4664	18.60 7.28 11.34
frag_2895	-30.58 -31.47 -30.68
frag_1268	-18.82 -21.42 -21.01
frag_6436	28.87 29.96 27.61
frag_0861	4.69 9.04 7.06
frag_2958	16.90 20.09 19.56
frag_6869	14.75 14.55 11.26
frag_0789	15.59 14.97 16.15
frag_3174	-6.28 -12.71 -10.96
frag_5961	27.27 26.10 23.63
frag_2618	-20.01 -19.24 -19.35
frag_2625	31.88 33.28 34.79
frag_2457	4.54 2.60 3.99
frag_0510	18.29 20.47 20.98
frag_0696	-6.60 -5.95 -6.76
frag_3831	-15.45 -15.43 -15.04
frag_3400	9.86 8.19 7.98
frag_4993	10.46 9.80 7.41
frag_2721	16.18 18.72 19.50
frag_0758	4.36 8.92 8.90
frag_2421	34.50 35.98 34.82
frag_0284	-1.31 3.44 0.55
frag_0282	18.13 23.56 22.10
frag_5358	23.99 22.05 21.43
frag_5829	36.12 38.19 35.15
frag_0932	24.21 29.43 28.88
frag_6435	26.95 25.38 25.66
frag_2252	0.47 3.49 1.44
frag_0179	-0.22 0.50 1.37
frag_6951	-49.88 -46.05 -47.19
frag_1730	-30.12 -28.70 -28.11
frag_5160	-42.86 -35.35 -34.36
frag_6482	47.47 46.17 43.75
frag_1761	-12.07 -11.79 -11.98
frag_2936	1.54 -0.15 0.47
frag_2313	-14.58 -12.93 -13.15
frag_3318	4.16 3.62 3.68
frag_4074	12.54 11.49 12.37
frag_0001	6.35 8.55 8.38
frag_0421	8.30 8.43 9.44
frag_6443	1.57 5.52 4.07
frag_2666	13.80 13.21 13.79
frag_6988	-6.45 -6.44 -5.53
frag_3792	-23.40 -20.04 -21.26
frag_5723	7.67 12.03 10.60
frag_6056	6.63 4.76 6.26
frag_6491	-26.89 -27.46 -26.61
frag_0556	25.64 28.39 28.47
frag_6856	48.46 47.79 45.14
frag_5547	40.23 42.36 37.19
frag_0938	16.13 14.89 15.13
frag_4617	34.88 35.16 30.97
frag_0195	-17.12 -14.80 -14.16
frag_7039	47.54 46.65 48.02
frag_1578	19.46 16.67 17.81
frag_5391	-4.22 -1.92 -0.62
frag_7168	-3.84 -4.65 -2.59
frag_2248	34.17 35.72 36.60
frag_4020	15.58 20.98 20.95
frag_5455	6.38 4.58 6.68
frag_3540	9.74 9.01 9.45
frag_3535	31.16 32.39 30.96
frag_1338	20.76 19.75 20.41
frag_2761	-3.04 3.74 1.46
frag_0739	-17.86 -15.36 -16.36
frag_1812	9.64 9.29 9.54
frag_2876	14.68 16.11 16.31
frag_5879	-9.09 -14.54 -11.15
frag_3295	-19.26 -24.36 -21.57
frag_3883	-6.67 -8.59 -8.58
frag_1432	-5.21 -4.97 -7.17
frag_6210	7.65 4.56 6.91
frag_2147	-23.87 -21.18 -21.85
frag_1894	-19.10 -25.07 -23.43
frag_1753	3.34 0.49 1.70
frag_1263	-13.70 -10.52 -13.48
frag_1648	20.66 17.13 19.04
frag_6588	-32.49 -30.86 -27.65
frag_2173	-28.92 -27.70 -27.60
frag_6762	10.16 11.00 11.39
frag_5774	-8.97 -7.76 -7.99
frag_1196	-27.92 -33.60 -32.34
frag_4947	8.43 5.19 6.45
frag_3991	-4.89 -1.07 -3.20
frag_2038	4.14 -1.74 -0.26
frag_4105	-0.60 -0.22 -0.68
frag_1688	3.02 -1.83 -0.73
frag_1930	2.18 -1.41 0.48
frag_5551	31.67 33.27 29.36
frag_0058	41.27 43.54 39.58
frag_2220	4.89 7.08 7.98
frag_2135	-0.49 -1.57 0.22
frag_3929	-26.91 -27.08 -26.57
frag_4816	-23.52 -21.17 -23.55
frag_0007	5.91 11.55 9.38
frag_6681	-28.63 -35.12 -32.64
frag_4355	-43.61 -40.90 -41.57
frag_0209	5.08 8.05 7.17
frag_6142	-11.18 -16.84 -13.71
frag_2069	11.08 11.24 10.66
frag_7128	-21.34 -20.44 -19.86
frag_1615	-3.78 -0.10 -2.54
frag_5018	14.15 8.91 7.36
frag_1473	6.76 9.28 9.25
frag_3325	3.10 -0.06 1.18
frag_6935	51.64 44.98 47.48
frag_3495	-1.85 0.28 -2.03
frag_1482	10.24 11.31 11.19
frag_1177	10.59 0.20 2.00
frag_4036	-34.82 -32.53 -33.15
frag_6347	-4.60 -2.69 -1.74
frag_0368	-18.72 -25.50 -21.55
frag_2605	5.21 1.54 1.95
frag_4068	11.41 17.53 14.41
frag_5290	-31.96 -24.39 -26.38
frag_3172	1.77 0.78 0.92
frag_4174	19.10 21.87 21.77
frag_5326	8.74 8.61 8.32
frag_2261	7.97 7.72 6.34
frag_5477	-4.36 -8.64 -5.97
frag_2559	-12.04 -5.20 -7.20
frag_7043	44.01 41.95 43.98
frag_4226	6.37 11.58 10.62
frag_4885	5.02 1.66 2.98
frag_6507	-42.88 -45.15 -41.42
frag_4386	2.43 -0.34 1.35
frag_1689	-19.60 -23.65 -22.27
frag_1882	5.16 0.05 2.52
frag_6502	-49.30 -49.47 -46.24
frag_1044	-6.43 -8.10 -7.01
frag_3496	12.10 13.15 13.19
frag_5852	22.69 24.58 25.19
frag_5702	-10.23 -8.65 -9.13
frag_6076	-0.23 -5.05 -3.25
frag_4317	-0.65 -3.97 -3.97
frag_2839	7.95 8.07 7.24
frag_5433	16.29 19.42 17.67
frag_1827	5.55 2.01 2.83
frag_5120	-16.21 -14.97 -14.17
frag_3523	1.31 4.54 2.02
frag_3502	-11.77 -8.67 -9.02
frag_0436	-25.76 -23.10 -23.25
frag_3916	-21.64 -20.08 -21.72
frag_0713	-0.19 1.55 0.11
frag_2901	-10.07 -9.87 -9.81
frag_1590	3.58 2.03 1.37
frag_5881	23.15 21.49 18.43
frag_5037	13.47 10.15 8.25
frag_2829	27.59 29.02 30.64
frag_6071	18.45 22.33 21.61
frag_0151	-11.67 -6.54 -8.27
frag_4234	2.45 7.24 5.21
frag_4248	-8.05 -6.25 -4.77
frag_3550	25.68 27.92 27.91
frag_4685	17.11 12.59 10.14
frag_4728	-49.66 -43.04 -41.83
frag_1620	-1.32 -5.91 -3.80
frag_5108	32.90 36.38 30.90
frag_2243	16.14 16.40 15.68
frag_5784	-38.34 -32.47 -32.59
frag_2379	1.00 2.55 1.20
frag_6769	-6.15 -6.82 -6.21
frag_6579	15.47 8.41 7.91
frag_3043	2.04 2.86 0.62
frag_4903	-0.47 -4.46 -2.79
frag_5319	-2.29 -1.69 -2.35
frag_4466	-0.39 4.58 1.91
frag_0848	20.33 21.83 22.67
frag_6591	-33.67 -34.86 -32.50
frag_6608	-14.50 -10.27 -11.31
frag_5151	-0.38 -1.69 -1.76
frag_5839	2.12 0.64 0.04
frag_5143	-33.26 -29.56 -29.67
frag_2159	6.81 8.92 10.07
frag_5848	-2.85 1.91 0.39
frag_2090	-24.41 -21.17 -21.93
frag_0617	1.51 8.72 5.98
frag_0611	-11.96 -11.02 -9.40
frag_6783	-42.80 -45.05 -42.56
frag_5168	-47.85 -43.84 -41.67
frag_5127	2.80 -0.34 0.19
frag_0004	35.87 39.66 38.78
frag_1492	-10.07 -10.69 -11.63
frag_5575	13.68 15.21 14.08
frag_2124	-0.12 0.59 1.49
frag_2332	13.57 12.77 10.86
frag_2718	-17.05 -17.98 -16.94
frag_5231	-5.03 -2.54 -2.61
frag_4102	8.36 7.20 7.80
frag_2799	38.62 42.44 40.55
frag_0978	14.41 12.18 13.54
frag_1089	10.46 10.65 12.64
frag_5261	11.80 13.06 11.63
frag_0031	0.87 4.21 4.18
frag_3891	-1.09 1.51 1.51
frag_2448	10.69 9.96 10.13
frag_1236	-15.00 -16.52 -16.98
frag_6122	-44.95 -41.53 -39.87
frag_2131	-26.08 -23.55 -23.95
frag_1825	-9.10 -9.03 -9.90
frag_5500	-22.43 -17.60 -17.53
frag_1325	-20.57 -22.00 -22.23
frag_1102	10.58 9.81 11.68
frag_4848	-7.48 -9.00 -9.08
frag_6707	-27.77 -23.72 -24.94
frag_4195	3.02 5.24 4.75
frag_7145	-26.81 -25.14 -25.16
frag_4526	-15.56 -11.59 -12.99
frag_4256	7.49 14.66 12.09
frag_6470	19.99 9.03 10.23
frag_4304	6.29 5.63 5.12
frag_2461	14.00 14.86 14.54
frag_2593	11.82 13.15 11.59
frag_4638	6.07 4.70 5.34
frag_5913	16.53 16.40 16.64
frag_4980	24.17 15.06 16.15
frag_6836	15.97 14.93 12.97
frag_2928	-20.50 -16.55 -16.86
frag_7188	39.02 34.68 35.55
frag_3331	-11.97 -10.36 -11.82
frag_2802	0.19 3.40 1.72
frag_2301	-13.40 -14.46 -14.36
frag_7001	-33.45 -34.30 -34.71
frag_3799	-5.97 -5.66 -5.70
frag_1215	-3.46 -5.08 -3.90
frag_1111	1.55 4.35 3.62
frag_2447	-9.85 -6.60 -8.31
frag_1856	-33.25 -38.51 -34.10
frag_3685	-10.07 -13.59 -12.62
frag_5254	9.25 10.32 8.90
frag_1287	-22.21 -20.68 -21.79
frag_0563	4.20 8.44 8.25
frag_6845	40.87 39.54 36.45
frag_0450	-8.42 -11.88 -10.98
frag_4897	-19.62 -24.01 -21.11
frag_1719	-2.68 -7.49 -6.31
frag_5834	6.06 9.86 7.62
frag_3047	20.55 22.44 18.41
frag_2813	1.26 -2.06 0.37
frag_5772	16.93 17.97 15.43
frag_1164	53.35 55.24 54.88
frag_5403	-32.59 -29.69 -30.14
frag_5947	-7.67 -4.14 -5.06
frag_2267	28.53 27.54 27.94
frag_6429	3.18 -2.20 1.92
frag_4955	33.45 17.75 17.35
frag_2431	14.36 15.42 14.57
frag_4490	-25.48 -23.34 -24.20
frag_3856	9.37 4.93 6.37
frag_6742	31.14 32.53 29.36
frag_0555	4.70 7.81 6.20
frag_5021	-13.38 -11.49 -9.40
frag_1777	-20.60 -29.14 -24.71
frag_0800	-17.29 -12.84 -15.24
frag_2283	-3.55 -2.00 -3.20
frag_5948	16.37 20.03 17.12
frag_6424	-16.33 -10.58 -8.64
frag_5969	26.53 30.82 30.83
frag_5089	-27.27 -26.48 -26.63
frag_3004	-3.91 -2.92 -2.74
frag_3081	8.49 6.22 6.74
frag_5892	15.13 15.26 13.29
frag_0981	11.20 10.21 11.49
frag_4499	-1.78 -2.18 -2.16
frag_3605	-2.59 0.20 -1.61
frag_4086	-2.70 -2.28 -1.35
frag_5765	0.70 -2.30 -0.98
frag_1285	-22.03 -21.82 -22.89
frag_0884	10.96 16.96 15.07
frag_2347	34.29 36.81 37.73
frag_6106	-38.07 -37.83 -36.60
frag_1589	-0.27 -9.74 -5.00
frag_2047	30.65 31.73 31.89
frag_6665	39.25 39.24 40.79
frag_0605	13.14 14.93 14.90
frag_4539	-4.48 -3.81 -3.09
frag_7165	54.35 46.39 48.93
frag_0032	-9.19 -4.32 -5.77
frag_7181	-35.07 -35.52 -36.43
frag_4198	-15.39 -11.99 -12.98
frag_2567	39.04 40.10 38.90
frag_0274	38.72 43.41 43.62
frag_1610	22.90 12.91 17.03
frag_4994	6.98 6.06 7.01
frag_3275	-9.78 -12.66 -11.64
frag_1892	2.48 -2.51 -0.92
frag_2477	19.27 20.20 20.05
frag_5135	12.06 6.02 7.41
frag_5030	-34.77 -32.18 -31.92
frag_7193	53.34 47.23 47.09
